ts_code,date,open,high,low,close,pre_close,change,pct_chg,volume,amount
601857.SH,2025-05-08,8.05,8.14,8.04,8.05,8.1,-0.05,-0.6173,745340.2,602788.804
601857.SH,2025-05-09,8.1,8.15,8.09,8.1,8.05,0.05,0.6211,738469.09,599432.206
601857.SH,2025-05-12,8.15,8.17,8.09,8.14,8.1,0.04,0.4938,704514.07,573215.256
601857.SH,2025-05-13,8.16,8.24,8.13,8.2,8.14,0.06,0.7371,944138.7,773688.233
601857.SH,2025-05-14,8.22,8.35,8.19,8.33,8.2,0.13,1.5854,1278807.96,1059911.365
601857.SH,2025-05-15,8.29,8.35,8.25,8.28,8.33,-0.05,-0.6002,846617.9,702462.453
601857.SH,2025-05-16,8.25,8.29,8.13,8.15,8.28,-0.13,-1.57,1055128.57,862145.941
601857.SH,2025-05-19,8.15,8.23,8.15,8.18,8.15,0.03,0.3681,743488.0,609442.364
601857.SH,2025-05-20,8.22,8.23,8.17,8.2,8.18,0.02,0.2445,535846.65,439205.503
601857.SH,2025-05-21,8.23,8.3,8.23,8.27,8.2,0.07,0.8537,806758.07,667197.63
601857.SH,2025-05-22,8.25,8.32,8.24,8.3,8.27,0.03,0.3628,736093.97,610192.484
601857.SH,2025-05-23,8.3,8.32,8.18,8.18,8.3,-0.12,-1.4458,836929.74,689422.365
601857.SH,2025-05-26,8.19,8.24,8.15,8.19,8.18,0.01,0.1222,700118.99,573590.681
601857.SH,2025-05-27,8.18,8.23,8.16,8.17,8.19,-0.02,-0.2442,547481.08,448083.48
601857.SH,2025-05-28,8.17,8.36,8.15,8.34,8.17,0.17,2.0808,1460101.67,1211705.597
601857.SH,2025-05-29,8.35,8.41,8.3,8.31,8.34,-0.03,-0.3597,803117.64,670513.033
601857.SH,2025-05-30,8.3,8.37,8.26,8.29,8.31,-0.02,-0.2407,974241.1,810960.568
601857.SH,2025-06-03,8.33,8.38,8.28,8.3,8.29,0.01,0.1206,770795.12,640322.213
601857.SH,2025-06-04,8.32,8.39,8.28,8.39,8.3,0.09,1.0843,770617.54,644458.234
601857.SH,2025-06-05,8.38,8.44,8.38,8.39,8.39,0.0,0.0,745060.6,625602.487
601857.SH,2025-06-06,8.4,8.56,8.39,8.51,8.39,0.12,1.4303,1058664.53,899095.869
601857.SH,2025-06-09,8.56,8.65,8.51,8.63,8.51,0.12,1.4101,1157942.47,994661.587
601857.SH,2025-06-10,8.66,8.75,8.63,8.72,8.63,0.09,1.0429,1467197.81,1277002.931
601857.SH,2025-06-11,8.73,8.88,8.71,8.85,8.72,0.13,1.4908,1253627.79,1104332.753
601857.SH,2025-06-12,8.9,8.93,8.81,8.88,8.85,0.03,0.339,1325072.96,1176127.596
601857.SH,2025-06-13,9.02,9.14,8.89,8.99,8.88,0.11,1.2387,1916199.2,1720534.448
601857.SH,2025-06-16,9.03,9.08,8.89,9.02,8.99,0.03,0.3337,1914127.22,1721733.308
601857.SH,2025-06-17,8.97,9.18,8.96,9.18,9.02,0.16,1.7738,1879554.55,1710699.426
601857.SH,2025-06-18,9.2,9.26,9.14,9.18,9.18,0.0,0.0,1352390.18,1244301.02
601857.SH,2025-06-19,9.18,9.26,9.04,9.25,9.18,0.07,0.7625,2294334.29,2102088.607
601857.SH,2025-06-20,9.2,9.24,9.1,9.16,9.25,-0.09,-0.973,1378424.81,1262271.2
601857.SH,2025-06-23,9.24,9.28,9.01,9.09,9.16,-0.07,-0.7642,2268612.59,2063231.514
601857.SH,2025-06-24,8.85,9.0,8.66,8.96,9.09,-0.13,-1.4301,2170967.35,1929393.489
601857.SH,2025-06-25,8.72,8.75,8.61,8.69,8.71,-0.02,-0.2296,1467849.2,1273066.399
601857.SH,2025-06-26,8.69,8.78,8.67,8.74,8.69,0.05,0.5754,1152638.94,1007151.515
601857.SH,2025-06-27,8.74,8.74,8.59,8.62,8.74,-0.12,-1.373,1208817.33,1046804.77
601857.SH,2025-06-30,8.61,8.64,8.48,8.55,8.62,-0.07,-0.8121,1124288.63,960899.659
601857.SH,2025-07-01,8.56,8.7,8.5,8.64,8.55,0.09,1.0526,1010750.28,870205.911
601857.SH,2025-07-02,8.64,8.66,8.59,8.6,8.64,-0.04,-0.463,784194.5,675906.518
601857.SH,2025-07-03,8.63,8.64,8.54,8.55,8.6,-0.05,-0.5814,800816.4,686039.114
601857.SH,2025-07-04,8.55,8.61,8.53,8.6,8.55,0.05,0.5848,890424.01,763643.449
601857.SH,2025-07-07,8.6,8.6,8.45,8.53,8.6,-0.07,-0.814,876281.32,745382.746
601857.SH,2025-07-08,8.55,8.62,8.51,8.57,8.53,0.04,0.4689,906763.1,777068.037
601857.SH,2025-07-09,8.59,8.73,8.58,8.58,8.57,0.01,0.1167,1245673.24,1079795.604
601857.SH,2025-07-10,8.6,8.73,8.6,8.66,8.58,0.08,0.9324,1219338.99,1057905.307
601857.SH,2025-07-11,8.66,8.82,8.65,8.65,8.66,-0.01,-0.1155,2433816.26,2127927.146
601857.SH,2025-07-14,8.69,8.92,8.69,8.88,8.65,0.23,2.659,2046116.06,1809087.801
601857.SH,2025-07-15,8.86,8.96,8.82,8.93,8.88,0.05,0.5631,1633159.04,1452534.859
601857.SH,2025-07-16,8.93,9.06,8.91,8.98,8.93,0.05,0.5599,1298163.76,1166430.128
601857.SH,2025-07-17,8.98,9.03,8.87,8.91,8.98,-0.07,-0.7795,1280390.88,1140910.842
601857.SH,2025-07-18,8.93,8.97,8.87,8.91,8.91,0.0,0.0,727547.38,648388.687
601857.SH,2025-07-21,8.9,8.97,8.87,8.93,8.91,0.02,0.2245,848143.73,757345.341
601857.SH,2025-07-22,8.91,9.06,8.86,9.01,8.93,0.08,0.8959,1459047.81,1309021.412
601857.SH,2025-07-23,8.99,9.06,8.92,8.94,9.01,-0.07,-0.7769,1389099.5,1250633.323
601857.SH,2025-07-24,8.94,8.94,8.77,8.79,8.94,-0.15,-1.6779,1845178.05,1626594.769
601857.SH,2025-07-25,8.8,8.88,8.65,8.67,8.79,-0.12,-1.3652,1826028.84,1598068.585
601857.SH,2025-07-28,8.67,8.67,8.53,8.56,8.67,-0.11,-1.2687,1513013.32,1296504.569
601857.SH,2025-07-29,8.59,8.74,8.59,8.72,8.56,0.16,1.8692,1639581.94,1420545.793
601857.SH,2025-07-30,8.76,8.89,8.74,8.88,8.72,0.16,1.8349,1482602.47,1309216.131
601857.SH,2025-07-31,8.88,8.9,8.73,8.87,8.88,-0.01,-0.1126,1751250.75,1547642.858
601857.SH,2025-08-01,8.8,8.84,8.5,8.51,8.87,-0.36,-4.0586,2267663.6,1953129.427
601857.SH,2025-08-04,8.44,8.51,8.4,8.47,8.51,-0.04,-0.47,1148588.03,971456.733
601857.SH,2025-08-05,8.47,8.64,8.45,8.59,8.47,0.12,1.4168,1361735.8,1166912.016
601857.SH,2025-08-06,8.59,8.67,8.57,8.64,8.59,0.05,0.5821,941100.9,812093.306
601857.SH,2025-08-07,8.62,8.68,8.59,8.68,8.64,0.04,0.463,766133.57,662023.169
601857.SH,2025-08-08,8.65,8.82,8.63,8.77,8.68,0.09,1.0369,983135.24,861667.131
601857.SH,2025-08-11,8.75,8.79,8.58,8.59,8.77,-0.18,-2.0525,1438293.94,1241471.484
601857.SH,2025-08-12,8.6,8.86,8.6,8.77,8.59,0.18,2.0955,1797309.1,1574976.229
601857.SH,2025-08-13,8.75,8.81,8.7,8.71,8.77,-0.06,-0.6842,1123967.86,981180.697
601857.SH,2025-08-14,8.71,8.77,8.65,8.65,8.71,-0.06,-0.6889,868382.86,756150.062
601857.SH,2025-08-15,8.67,8.69,8.57,8.63,8.65,-0.02,-0.2312,1224482.92,1056337.506
601857.SH,2025-08-18,8.62,8.63,8.56,8.58,8.63,-0.05,-0.5794,1553717.92,1333603.748
601857.SH,2025-08-19,8.58,8.61,8.51,8.52,8.58,-0.06,-0.6993,1196715.52,1022471.464
601857.SH,2025-08-20,8.52,8.65,8.5,8.62,8.52,0.1,1.1737,1343896.85,1154806.481
601857.SH,2025-08-21,8.6,8.78,8.59,8.75,8.62,0.13,1.5081,1435735.31,1251312.296
601857.SH,2025-08-22,8.74,8.77,8.62,8.69,8.75,-0.06,-0.6857,1279087.92,1108616.827
601857.SH,2025-08-25,8.72,8.78,8.68,8.77,8.69,0.08,0.9206,1341610.8,1172878.404
601857.SH,2025-08-26,8.78,8.87,8.74,8.77,8.77,0.0,0.0,1139935.19,1003679.309
601857.SH,2025-08-27,8.79,8.82,8.6,8.63,8.77,-0.14,-1.5964,1937555.12,1684315.811
601857.SH,2025-08-28,8.65,8.68,8.55,8.64,8.63,0.01,0.1159,1277403.74,1101889.122
601857.SH,2025-08-29,8.67,8.84,8.66,8.72,8.64,0.08,0.9259,1895082.9,1658203.358
601857.SH,2025-09-01,8.72,8.78,8.6,8.71,8.72,-0.01,-0.1147,1314851.97,1141958.536
601857.SH,2025-09-02,8.76,9.11,8.74,9.08,8.71,0.37,4.248,3830300.64,3419809.188
601857.SH,2025-09-03,9.08,9.25,9.01,9.1,9.08,0.02,0.2203,2405764.68,2192924.034
601857.SH,2025-09-04,9.01,9.13,8.68,8.99,9.1,-0.11,-1.2088,3789478.96,3370962.216
601857.SH,2025-09-05,8.9,8.98,8.85,8.9,8.99,-0.09,-1.0011,1553733.4,1382683.767
601857.SH,2025-09-08,8.82,9.01,8.8,8.89,8.9,-0.01,-0.1124,1821255.6,1627990.287
601857.SH,2025-09-09,8.89,8.97,8.76,8.79,8.89,-0.1,-1.1249,1287228.24,1137881.788
601857.SH,2025-09-10,8.83,8.87,8.75,8.76,8.79,-0.03,-0.3413,1244331.6,1093121.308
601857.SH,2025-09-11,8.77,8.79,8.66,8.73,8.76,-0.03,-0.3425,1983960.19,1725694.281
601857.SH,2025-09-12,8.71,8.73,8.67,8.69,8.73,-0.04,-0.4582,1429110.96,1242590.925
601857.SH,2025-09-15,8.7,8.8,8.67,8.77,8.69,0.08,0.9206,1545688.66,1352480.587
601857.SH,2025-09-16,8.76,8.77,8.63,8.64,8.77,-0.13,-1.4823,1792776.55,1554054.776
601857.SH,2025-09-17,8.48,8.56,8.41,8.46,8.42,0.04,0.4751,1799903.15,1525112.745
601857.SH,2025-09-18,8.44,8.44,8.18,8.21,8.46,-0.25,-2.9551,2451960.82,2033727.669
601857.SH,2025-09-19,8.19,8.24,8.13,8.15,8.21,-0.06,-0.7308,1231908.19,1007099.258
601857.SH,2025-09-22,8.15,8.18,8.07,8.1,8.15,-0.05,-0.6135,1215953.84,987236.915
601857.SH,2025-09-23,8.1,8.19,8.05,8.14,8.1,0.04,0.4938,1408234.64,1144091.113
601857.SH,2025-09-24,8.18,8.22,8.09,8.13,8.14,-0.01,-0.1229,1398258.95,1138515.036
601857.SH,2025-09-25,8.15,8.17,8.1,8.14,8.13,0.01,0.123,1011104.81,822639.247
601857.SH,2025-09-26,8.16,8.21,8.12,8.16,8.14,0.02,0.2457,1090929.21,891554.546
601857.SH,2025-09-29,8.18,8.22,8.08,8.17,8.16,0.01,0.1225,1572104.59,1279359.98
601857.SH,2025-09-30,8.13,8.16,8.05,8.06,8.17,-0.11,-1.3464,1674630.98,1352876.51
601857.SH,2025-10-09,8.07,8.29,8.04,8.28,8.06,0.22,2.7295,2121466.62,1735590.724
601857.SH,2025-10-10,8.23,8.36,8.2,8.28,8.28,0.0,0.0,1314078.71,1089307.832
601857.SH,2025-10-13,8.14,8.29,8.09,8.23,8.28,-0.05,-0.6039,2025833.62,1659467.172
601857.SH,2025-10-14,8.24,8.35,8.16,8.33,8.23,0.1,1.2151,1826959.81,1514153.297
601857.SH,2025-10-15,8.33,8.36,8.23,8.29,8.33,-0.04,-0.4802,1466844.42,1214253.876
601857.SH,2025-10-16,8.28,8.44,8.26,8.43,8.29,0.14,1.6888,1769523.46,1481988.121
601857.SH,2025-10-17,8.41,8.5,8.36,8.41,8.43,-0.02,-0.2372,1498353.43,1264055.684
601857.SH,2025-10-20,8.4,8.63,8.4,8.62,8.41,0.21,2.497,2088175.08,1780170.855
601857.SH,2025-10-21,8.62,8.78,8.58,8.76,8.62,0.14,1.6241,2248425.78,1958785.244
601857.SH,2025-10-22,8.75,8.91,8.73,8.9,8.76,0.14,1.5982,1775769.48,1569567.885
601857.SH,2025-10-23,8.92,9.18,8.92,9.18,8.9,0.28,3.1461,2670712.63,2420808.197
601857.SH,2025-10-24,9.16,9.17,9.0,9.06,9.18,-0.12,-1.3072,1761636.02,1597311.905
601857.SH,2025-10-27,9.03,9.2,8.96,9.17,9.06,0.11,1.2141,1684602.9,1534654.713
601857.SH,2025-10-28,9.17,9.2,9.08,9.12,9.17,-0.05,-0.5453,1018451.1,930130.069
601857.SH,2025-10-29,9.08,9.14,9.04,9.09,9.12,-0.03,-0.3289,945222.08,859285.793
601857.SH,2025-10-30,9.12,9.24,9.08,9.1,9.09,0.01,0.11,1117189.85,1022293.436
601857.SH,2025-10-31,9.16,9.18,9.07,9.15,9.1,0.05,0.5495,1195034.62,1090267.283
601857.SH,2025-11-03,9.19,9.57,9.16,9.56,9.15,0.41,4.4809,2304429.97,2180347.922
601857.SH,2025-11-04,9.54,9.7,9.5,9.57,9.56,0.01,0.1046,1696331.64,1629997.344
601857.SH,2025-11-05,9.5,9.57,9.42,9.53,9.57,-0.04,-0.418,1022523.23,972456.523
601857.SH,2025-11-06,9.49,9.67,9.44,9.59,9.53,0.06,0.6296,1227833.82,1174997.451
601857.SH,2025-11-07,9.6,9.75,9.59,9.71,9.59,0.12,1.2513,1294427.61,1253137.738
601857.SH,2025-11-10,9.71,9.88,9.68,9.87,9.71,0.16,1.6478,1469871.23,1442931.484
601857.SH,2025-11-11,9.85,9.87,9.68,9.77,9.87,-0.1,-1.0132,1318529.94,1288606.863
601857.SH,2025-11-12,9.82,10.11,9.82,9.94,9.77,0.17,1.74,2058247.69,2055249.046
601857.SH,2025-11-13,9.78,9.94,9.77,9.92,9.94,-0.02,-0.2012,1629633.03,1604058.224
601857.SH,2025-11-14,9.92,10.02,9.81,9.82,9.92,-0.1,-1.0081,1032510.04,1024255.031
601857.SH,2025-11-17,9.82,9.97,9.66,9.87,9.82,0.05,0.5092,1333107.15,1311091.384
601857.SH,2025-11-18,9.88,9.95,9.8,9.87,9.87,0.0,0.0,1089063.69,1073966.832
601857.SH,2025-11-19,9.87,10.32,9.83,10.27,9.87,0.4,4.0527,2265611.12,2305748.936
601857.SH,2025-11-20,10.16,10.44,10.11,10.12,10.27,-0.15,-1.4606,1814891.59,1863398.397
601857.SH,2025-11-21,10.11,10.21,10.0,10.03,10.12,-0.09,-0.8893,2216949.91,2238852.106
601857.SH,2025-11-24,10.03,10.08,9.71,9.78,10.03,-0.25,-2.4925,2427952.29,2383053.861
601857.SH,2025-11-25,9.77,9.83,9.67,9.8,9.78,0.02,0.2045,1138486.11,1110691.189
601857.SH,2025-11-26,9.8,9.88,9.66,9.72,9.8,-0.08,-0.8163,1244595.23,1211513.502
601857.SH,2025-11-27,9.72,9.88,9.59,9.85,9.72,0.13,1.3374,1190049.78,1162008.521
601857.SH,2025-11-28,9.83,9.89,9.72,9.75,9.85,-0.1,-1.0152,746616.53,729632.867
601857.SH,2025-12-01,9.78,9.98,9.75,9.96,9.75,0.21,2.1538,1148142.83,1135272.828
601857.SH,2025-12-02,9.94,10.17,9.92,10.0,9.96,0.04,0.4016,1105500.61,1111677.353
601857.SH,2025-12-03,9.95,10.02,9.88,9.93,10.0,-0.07,-0.7,702358.22,698740.437
601857.SH,2025-12-04,9.96,10.13,9.95,10.01,9.93,0.08,0.8056,841998.49,844366.286
601857.SH,2025-12-05,9.98,10.05,9.85,9.9,10.01,-0.11,-1.0989,868217.89,862173.104
601857.SH,2025-12-08,9.92,9.94,9.75,9.85,9.9,-0.05,-0.5051,990387.84,975041.783
601857.SH,2025-12-09,9.85,9.87,9.7,9.72,9.85,-0.13,-1.3198,980174.37,957343.68
601857.SH,2025-12-10,9.69,9.72,9.57,9.6,9.72,-0.12,-1.2346,928151.74,893588.306
601857.SH,2025-12-11,9.63,9.75,9.51,9.66,9.6,0.06,0.625,1201029.24,1155700.776
601857.SH,2025-12-12,9.59,9.59,9.45,9.53,9.66,-0.13,-1.3458,1450302.85,1381863.105
601857.SH,2025-12-15,9.53,9.58,9.46,9.5,9.53,-0.03,-0.3148,879616.32,837851.956
601857.SH,2025-12-16,9.47,9.63,9.33,9.56,9.5,0.06,0.6316,1533622.15,1459016.481
601857.SH,2025-12-17,9.53,9.64,9.43,9.51,9.56,-0.05,-0.523,1026261.05,980483.167
601857.SH,2025-12-18,9.57,9.78,9.53,9.71,9.51,0.2,2.103,1048267.73,1014012.077
601857.SH,2025-12-19,9.66,9.75,9.55,9.65,9.71,-0.06,-0.6179,1060864.75,1024968.236
601857.SH,2025-12-22,9.72,9.75,9.64,9.72,9.65,0.07,0.7254,864092.13,838404.261
601857.SH,2025-12-23,9.75,9.98,9.75,9.89,9.72,0.17,1.749,1053800.86,1040755.265
601857.SH,2025-12-24,9.87,9.9,9.73,9.85,9.89,-0.04,-0.4044,840417.86,826028.678
601857.SH,2025-12-25,9.82,9.94,9.79,9.83,9.85,-0.02,-0.203,706752.85,696854.937
601857.SH,2025-12-26,9.77,9.9,9.77,9.85,9.83,0.02,0.2035,701094.45,690631.257
601857.SH,2025-12-29,9.84,10.1,9.81,10.06,9.85,0.21,2.132,1687833.08,1693188.871
601857.SH,2025-12-30,10.06,10.4,10.02,10.25,10.06,0.19,1.8887,1726055.48,1762680.427
601857.SH,2025-12-31,10.26,10.47,10.26,10.41,10.25,0.16,1.561,1705610.58,1771227.332
601857.SH,2026-01-05,10.41,10.41,9.9,10.07,10.41,-0.34,-3.2661,3084015.73,3100499.221
601857.SH,2026-01-06,10.05,10.3,9.97,10.27,10.07,0.2,1.9861,1883382.12,1913874.76
601857.SH,2026-01-07,10.15,10.17,9.83,9.9,10.27,-0.37,-3.6027,2318852.17,2306983.415
601857.SH,2026-01-08,9.89,9.9,9.8,9.8,9.9,-0.1,-1.0101,1214571.55,1194385.967
601857.SH,2026-01-09,9.98,10.04,9.73,9.87,9.8,0.07,0.7143,2075920.57,2041920.921
601857.SH,2026-01-12,9.85,9.92,9.78,9.86,9.87,-0.01,-0.1013,1441894.77,1418143.992
601857.SH,2026-01-13,9.88,10.17,9.88,10.08,9.86,0.22,2.2312,2059373.23,2072278.771
601857.SH,2026-01-14,10.14,10.22,9.82,9.85,10.08,-0.23,-2.2817,3489625.24,3492868.48
601857.SH,2026-01-15,9.84,10.13,9.8,9.97,9.85,0.12,1.2183,1934497.45,1936861.743
601857.SH,2026-01-16,9.9,9.99,9.71,9.8,9.97,-0.17,-1.7051,2006821.37,1973325.482
601857.SH,2026-01-19,9.72,9.93,9.72,9.82,9.8,0.02,0.2041,1076570.91,1059032.371
601857.SH,2026-01-20,9.82,9.97,9.82,9.92,9.82,0.1,1.0183,1255945.43,1246556.073
601857.SH,2026-01-21,9.96,10.06,9.91,10.0,9.92,0.08,0.8065,1553955.08,1551203.924
601857.SH,2026-01-22,10.08,10.48,10.08,10.15,10.0,0.15,1.5,3005581.52,3074506.073
601857.SH,2026-01-23,10.17,10.25,9.81,9.83,10.15,-0.32,-3.1527,2684016.77,2666771.278
601857.SH,2026-01-26,9.9,10.49,9.89,10.39,9.83,0.56,5.6968,4385853.69,4497765.496
601857.SH,2026-01-27,10.39,10.69,10.31,10.44,10.39,0.05,0.4812,2872682.18,3024205.306
601857.SH,2026-01-28,10.6,11.08,10.53,10.77,10.44,0.33,3.1609,4947940.28,5364611.647
601857.SH,2026-01-29,10.9,11.0,10.53,10.89,10.77,0.12,1.1142,4224739.57,4557261.094
601857.SH,2026-01-30,10.93,11.15,10.74,11.02,10.89,0.13,1.1938,4213905.27,4616525.109
601857.SH,2026-02-02,10.7,10.97,10.59,10.68,11.02,-0.34,-3.0853,3236793.03,3469664.025
601857.SH,2026-02-03,10.65,10.68,10.33,10.47,10.68,-0.21,-1.9663,2326549.85,2438294.23
601857.SH,2026-02-04,10.68,10.7,10.46,10.56,10.47,0.09,0.8596,1815632.7,1919758.909
601857.SH,2026-02-05,10.61,10.64,10.31,10.53,10.56,-0.03,-0.2841,1622496.36,1699124.918
601857.SH,2026-02-06,10.3,10.8,10.3,10.77,10.53,0.24,2.2792,1985019.91,2106006.366
601857.SH,2026-02-09,10.69,10.78,10.65,10.75,10.77,-0.02,-0.1857,1236788.26,1325832.037
601857.SH,2026-02-10,10.79,10.92,10.73,10.76,10.75,0.01,0.093,1106629.36,1195220.357
601857.SH,2026-02-11,10.77,10.88,10.64,10.85,10.76,0.09,0.8364,1149356.58,1240821.627
601857.SH,2026-02-12,10.89,11.12,10.82,11.04,10.85,0.19,1.7512,1626431.91,1786121.808
601857.SH,2026-02-13,10.8,10.8,10.45,10.54,11.04,-0.5,-4.529,2604602.21,2751660.344
601857.SH,2026-02-24,10.9,11.25,10.9,11.09,10.54,0.55,5.2182,3251987.73,3610426.233
601857.SH,2026-02-25,11.14,11.29,10.93,10.99,11.09,-0.1,-0.9017,2503620.86,2775460.705
601857.SH,2026-02-26,10.92,11.06,10.78,10.89,10.99,-0.1,-0.9099,1352841.8,1472181.112
601857.SH,2026-02-27,10.88,10.96,10.8,10.86,10.89,-0.03,-0.2755,1613761.23,1755349.382
601857.SH,2026-03-02,11.8,11.95,11.33,11.95,10.86,1.09,10.0368,8752374.63,10222251.615
601857.SH,2026-03-03,12.31,13.15,12.3,13.15,11.95,1.2,10.0418,9174675.79,11760287.946
601857.SH,2026-03-04,13.69,13.69,11.84,13.24,13.15,0.09,0.6844,10747173.49,14020847.688
601857.SH,2026-03-05,12.65,13.18,12.28,12.69,13.24,-0.55,-4.1541,7067136.24,8952629.983
601857.SH,2026-03-06,12.38,12.65,12.07,12.3,12.69,-0.39,-3.0733,5103918.25,6266539.004
601857.SH,2026-03-09,13.48,13.48,12.91,12.92,12.3,0.62,5.0407,8174452.88,10764000.683
601857.SH,2026-03-10,12.18,12.3,11.78,11.99,12.92,-0.93,-7.1981,5243629.17,6301324.49
601857.SH,2026-03-11,11.78,12.16,11.65,12.13,11.99,0.14,1.1676,4740545.64,5647611.585
601857.SH,2026-03-12,12.33,12.39,11.95,12.23,12.13,0.1,0.8244,4035318.4,4926788.541
601857.SH,2026-03-13,12.32,12.39,11.96,12.05,12.23,-0.18,-1.4718,3448138.61,4185118.567
601857.SH,2026-03-16,12.09,12.26,11.96,11.99,12.05,-0.06,-0.4979,2527808.5,3052266.703
601857.SH,2026-03-17,11.87,12.12,11.8,12.02,11.99,0.03,0.2502,2798837.78,3341004.021
601857.SH,2026-03-18,11.87,11.93,11.61,11.86,12.02,-0.16,-1.3311,2159856.94,2542768.757
601857.SH,2026-03-19,12.1,12.52,12.07,12.48,11.86,0.62,5.2277,5434173.55,6668172.221
601857.SH,2026-03-20,12.0,12.35,11.9,12.24,12.48,-0.24,-1.9231,3064078.16,3722916.039
601857.SH,2026-03-23,12.25,12.46,11.82,12.34,12.24,0.1,0.817,4189739.2,5119735.792
601857.SH,2026-03-24,12.0,12.1,11.83,11.99,12.34,-0.35,-2.8363,3225913.19,3854205.76
601857.SH,2026-03-25,11.62,11.73,11.39,11.7,11.99,-0.29,-2.4187,2802175.65,3246384.962
601857.SH,2026-03-26,11.7,12.03,11.68,11.94,11.7,0.24,2.0513,2738893.33,3252415.842
601857.SH,2026-03-27,11.94,12.1,11.83,12.07,11.94,0.13,1.0888,2183200.72,2614590.741
601857.SH,2026-03-30,12.35,12.54,12.23,12.44,12.07,0.37,3.0655,2888201.84,3577709.368
601857.SH,2026-03-31,12.44,12.62,12.17,12.19,12.44,-0.25,-2.0096,2342004.1,2896051.116
601857.SH,2026-04-01,12.01,12.44,12.01,12.07,12.19,-0.12,-0.9844,2527357.01,3091522.059
601857.SH,2026-04-02,12.2,12.39,12.15,12.35,12.07,0.28,2.3198,2587901.47,3176478.963
601857.SH,2026-04-03,12.35,12.42,12.14,12.33,12.35,-0.02,-0.1619,1634103.45,2007445.746
601857.SH,2026-04-07,12.3,12.68,12.15,12.56,12.33,0.23,1.8654,1782161.38,2220324.17
601857.SH,2026-04-08,11.75,12.07,11.61,11.98,12.56,-0.58,-4.6178,3574918.73,4253588.42
601857.SH,2026-04-09,12.02,12.22,12.01,12.1,11.98,0.12,1.0017,1871446.63,2262853.27
601857.SH,2026-04-10,12.02,12.07,11.94,11.99,12.1,-0.11,-0.9091,1574713.7,1889024.396
601857.SH,2026-04-13,12.15,12.19,11.91,12.09,11.99,0.1,0.834,1811090.13,2180761.636
601857.SH,2026-04-14,11.96,11.99,11.87,11.93,12.09,-0.16,-1.3234,1416085.7,1688770.923
601857.SH,2026-04-15,11.77,11.8,11.64,11.76,11.93,-0.17,-1.425,1643167.11,1925908.881
601857.SH,2026-04-16,11.68,11.77,11.56,11.65,11.76,-0.11,-0.9354,1536490.28,1785685.949
601857.SH,2026-04-17,11.66,11.7,11.48,11.53,11.65,-0.12,-1.03,1329297.02,1536265.81
601857.SH,2026-04-20,11.48,11.53,11.3,11.48,11.53,-0.05,-0.4337,1457194.8,1666014.618
601857.SH,2026-04-21,11.44,11.55,11.41,11.47,11.48,-0.01,-0.0871,1139477.85,1307006.088
601857.SH,2026-04-22,11.49,11.51,11.37,11.45,11.47,-0.02,-0.1744,1229404.74,1405780.84
601857.SH,2026-04-23,11.46,11.83,11.41,11.82,11.45,0.37,3.2314,2564992.25,2982082.187
601857.SH,2026-04-24,11.71,12.01,11.7,11.93,11.82,0.11,0.9306,1945605.35,2311432.608
601857.SH,2026-04-27,11.88,12.05,11.82,11.96,11.93,0.03,0.2515,1821517.16,2180422.832
601857.SH,2026-04-28,11.92,12.19,11.87,12.18,11.96,0.22,1.8395,1816652.83,2192518.107
